pair,2023,2024,2025,2026,2027,2028,2029,2030,2031
EG_LF,1388.3191608381144,548053.9265014995,542022.2433859713,547494.6433779036,532006.3249456753,513867.3425960205,498723.79144031886,467992.0027021522,5286.0491201645045
EG_LI,1271.4175900228738,713351.2157073445,761832.008160272,789999.7357310427,809580.2599115656,819102.8440965702,824931.9394603646,825441.6076006773,9891.146818829106
EG_LP,1114.5339033828664,458541.8850047429,483362.53104077204,415124.00889874646,355489.15588955506,285861.7122164889,227678.95855887528,237135.53525951394,2243.8595197722498
EG_LS,1189.8930325668525,322283.5525718767,309581.8421162604,270868.6758283624,260120.82895073172,216415.89592999057,205829.59588237782,180321.55107045438,3886.93497210576
EG_MS,95.69130347810606,29577.553551275167,31670.149773644185,32243.22130397467,32420.11398842938,31817.438805564914,30895.500675263465,27290.421638080556,436.55131453296065
EG_O,183.3179232097558,67134.28928509804,72577.65384993727,79862.00960751645,86770.79297423796,92612.26936630193,97908.21116439704,101940.63174032765,1476.5881025852
EG_U,0.11194585246943006,146.7571672697918,127.40043428735143,111.86034433813589,97.35859819533098,82.60607554358226,68.34126536032814,53.90899810150003,-0.648664865516795
EG_Y,8.033491253482094,5037.581460637641,5928.316239851111,6919.572558644525,7956.858237612352,8973.42580386821,9961.599003781155,9303.86113172596,112.10122931397437
EG_Z,54.21379396305113,17048.416412506704,19330.60342529453,21276.879356673246,23114.102189573376,25066.772693930005,26892.170984376466,27840.809810690767,450.5543243643801
E_E,3.9697946964318542,8505.214675883777,25739.912620068273,43082.80132747629,60425.30161282445,77999.72598188107,95152.61472488986,112502.39995704449,1663.2348871538056
E_ED,4.588503869267844,1727.1908323225489,1559.3394037632738,1476.8585283311565,1397.3606498560032,1319.5012598861456,1235.0267981013426,1153.6914540738387,13.48837592751493
E_EG,7.53889759262351,3733.104720655046,3766.308248001615,3773.666049693671,3747.7075810273604,3672.2728944203013,3548.198457769793,3400.0581771441757,38.6392857700195
E_G,2115.382930015447,638970.429282499,672621.4535096489,703268.6861037837,749684.9760007937,798689.1799252828,833629.7905024954,792772.616390754,13178.030436698196
E_H,465.69471063805224,176802.90821377508,197017.53985365757,218454.55232571316,240661.46769767156,263899.7742715011,286940.4961409301,297675.73818885576,4053.482032888254
E_K,96.40354827720775,19345.69711974736,20390.971547827878,19877.697134314963,19076.936667378857,18649.59850567523,16790.449221746672,22755.161982801612,351.45151827333825
E_L,88.08656655933785,39363.518630981336,42767.22797498295,45624.11162323973,48931.45241586042,51806.523674057586,54021.31446034851,57104.25075923435,654.546146119567
E_LE,4233.082698741642,1972716.1124744972,2101561.9752816604,2217065.973185877,2354412.568448857,2475211.7617001194,2567767.551325273,2618322.7761820527,31429.57406601672
E_LF,1127.0908627476006,490181.4267657947,491914.2256790035,503269.3901747588,508089.0524088204,512839.67191043415,516652.20970815164,519915.73561409063,6264.220960566876
E_LI,452.0800355443638,207080.239224809,213377.22950822432,215844.6005678711,219634.6765622388,223324.2969641547,226095.16563008435,232826.73167546166,2791.949552321321
E_LP,1305.5532002907355,500668.5926841448,501605.62020528776,516103.98863287014,537158.8235907276,552568.972083552,562338.5229806715,583291.9218109855,7546.483732551192
E_LS,306.06748018553986,95225.19440415519,88735.40001695725,83878.47539296291,79885.26827740028,75419.52813943996,71754.96442375824,75559.39064223926,1201.4275696067546
E_MS,212.58647368640442,64718.989172460766,64682.19751412476,64421.67399508579,64601.23729363739,64700.78064031486,64245.62464432414,63256.692862355274,901.6992986769583
E_O,22.11513604887953,9545.117224139338,9298.797693899529,8557.887714775312,7520.020254522384,7291.971440638222,7221.2367284496695,7431.95732200108,96.5303796729286
E_U,1.3711421057847784,395.66902303855284,289.85678746526895,278.24821979150676,268.97044228209205,260.54739791882736,252.2052607288122,242.9037626278681,1.9279705903902928
E_Y,1.2845307558222687,799.9152159105417,877.1396359238888,1010.7003290420479,1143.208619148085,1279.1195201585597,1411.8211819571418,1547.908595552035,19.730510309868496
E_Z,1.0059715147749837,978.0166978704669,1138.5327778939961,1263.404270082804,1393.074164631929,1518.5228627022077,1640.8468080417842,1767.3869535022966,22.48571940103752
G_G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G_H,7.7658655717806,2314.2873446088006,2460.8463942475837,2753.997100585183,3049.1858247581763,3353.5084794252266,3637.8377886083067,3933.052181988467,53.99657985323527
G_K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G_L,112.69095648174472,47503.22446707978,54596.638908897934,61228.94817160806,68568.06361612436,75812.21029711161,82007.79381173503,82355.44690967341,1168.7589974501789
G_LE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G_LF,1430.78009484748,499103.16219087376,539386.3355278738,577451.3746498387,619594.4370959025,662624.9532690607,696061.3780542295,669716.8182029958,9487.404731986448
G_LI,255.12370866559849,97333.1612425455,103786.65741180554,109127.05774182749,115989.73392730727,123555.16898151078,130034.25325760932,129297.16681068788,1855.1382585748345
G_LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G_LS,176.55783306069023,48886.25825191894,52725.935232501484,55116.31330790215,59247.726678557236,61856.50818080636,65135.006133194984,66100.15131095167,1054.4831113286818
G_MS,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
G_O,38.69894814578938,16321.819232618214,20726.492876219916,24802.808445856084,28947.49313641346,33059.27233411684,36666.62240629676,37805.607488882364,525.2316465246679
G_U,2.971575466350569,904.8067990937899,3010.587660232788,4152.623064344289,4954.573877118408,5334.950153833133,5116.778279450477,3741.4801393128982,42.62616137094396
G_Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G_Z,-0.4845058335202894,205.66875739321395,262.9641898058186,299.7131631884638,336.4632339826054,373.6991767663512,410.06417703469486,446.81370366280316,5.292484590700445
H_H,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
H_K,56.04352198568705,23908.183411908492,25697.36531179038,27757.745660494897,30006.72040847105,32214.159335764685,34159.81528349592,32106.96773667697,420.1019299204951
H_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H_LE,17.839755494134533,7469.992903074705,8724.436822632211,9928.581169952748,11224.309165600273,12485.960910086324,13664.310143822791,14140.977151477535,189.6833798150291
H_LF,617.0217144974616,230044.5274176903,235961.3989472331,242726.2273739149,250075.2135711475,258235.81412026874,265549.8730553409,257872.34188604457,3748.145182852737
H_LI,0.010219524669421276,257.9707056336775,266.75612182060064,273.81403393677,279.4414340541908,285.95331093406634,292.8108984975705,298.4867267660327,1.2690403715431762
H_LP,0.2051869628501286,166.88158751224628,177.45362115598613,188.39535656317952,199.33707069461107,210.60992332200303,221.2504089470999,232.19217145651416,1.9545294332954757
H_LS,46.332887043279534,14162.678815121835,14848.543623917254,15498.606384188162,16367.220719559027,17184.80674048998,18095.834337865483,18295.242130757208,301.45028547484713
H_MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H_O,3.0,1098.0,1095.0,1095.0,1095.0,1098.0,1095.0,1095.0,15.0
H_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H_Y,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
H_Z,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
K_K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_L,547.1877046481719,244653.27112036207,267226.45617794065,290347.04663322767,314327.46938378963,337625.55627324927,358757.7447476404,382654.7990897172,4800.614557679679
K_LE,51.37488523882868,17845.323096655484,17896.713997247574,17560.744728750058,18329.451949994418,18470.869027000426,18564.965437634422,24551.056400887966,351.01356368674
K_LF,874.1460850281394,368743.9425227228,374949.38395775144,390072.41307600675,404118.1574858882,415628.026160336,432041.3848934991,446380.73341031093,5829.315770482719
K_LI,879.802408292613,512596.2311135141,533270.2858287481,552234.6629490729,576027.0736632489,596452.5718810337,622873.0790560725,645333.98207433,7384.203830210228
K_LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K_LS,538.9995340477093,219715.19348111324,223521.59376898457,222423.86307062584,238925.38776026625,239113.85357935098,257372.89433324474,257608.6836762873,3452.0390531043067
K_MS,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
K_O,498.86374660661534,180956.17905396086,199175.2244150552,215622.37750076893,235154.60988349325,254281.2575248102,270025.9762147407,267608.9064075819,3762.1438470228622
K_U,0.17588704246354736,352.13553083056024,559.8779171527883,754.2763747239862,952.8124198303768,1151.2732854326543,1346.166790011626,1543.2834310407663,22.700376686365715
K_Y,25.105451865061752,14541.143698294303,11427.825385584867,10721.386822305363,12466.799990589208,13376.245198822071,14578.200268126233,14403.224641724208,198.45449327628526
K_Z,42.431725787882556,17060.95290997053,21074.401760169563,24493.014569734998,27825.686125690998,31226.351583484353,34499.510997757105,38116.46087014408,544.109591568758
LE_LE,-0.18230728271095686,-509.84219130394433,-767.0183635540055,-759.1046952259779,-751.1089228509005,-745.6079148834943,-735.0241327077063,-726.9961168608806,-13.676416753925357
LE_LF,1722.0007113194245,713375.0631549605,743751.9273130727,770250.2205974213,805362.0753866864,834269.0522310255,855790.546694346,862713.0803021041,10667.506352450291
LE_LI,1226.51380574754,507827.83748768613,567663.8036649715,626358.3871147148,695702.623463603,748581.4880810367,788473.972366834,822534.0167915325,10893.99936295412
LE_LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE_LS,667.034870161019,229105.38274339613,232933.55762192223,234352.36681656478,242392.04170509422,245657.0936271944,250242.21631639428,257648.91187077854,3312.2858033882044
LE_MS,18.272581213266882,4356.454714576292,5029.147712304603,5572.996804522175,6123.5437878094735,6704.5204501153585,7230.420215002921,7784.83796898141,107.40312547800559
LE_O,150.39082471768353,65712.42967657426,79772.9285548656,99146.0370822291,119140.42045388199,132943.91554327382,144273.84063320464,145082.95810792095,1995.8896277534586
LE_U,-10.397836325049491,-4355.139005787635,2368.5071373145825,3457.468614866866,6307.144507366628,4945.367850202593,1511.8308085164663,-11900.100055264256,-305.85497541877567
LE_Y,-0.20568999544831945,-38.574169665265835,-226.5411650701871,-385.346013737793,-543.7090026670987,-705.4767562255271,-861.7681364839978,-1020.874354759456,-16.80319496103834
LE_Z,131.0769806234025,54594.951553807165,63390.144500731614,69032.65651211354,74294.95542976524,79463.2958697567,83481.33784281606,82035.369127521,1090.62175384673
LF_LF,2837.9604468791913,1217653.279773887,1184335.6844751542,1165583.901294348,1137108.8582053361,1108544.970365695,1076668.0404700001,1044810.3253181321,11839.110055185782
LF_LI,1106.2403221840793,531639.6832663893,544335.7834646559,554648.770645901,560317.9197907137,567341.5748134458,577128.6029296161,588030.7767191519,7256.456945467013
LF_LP,1143.366672957846,408706.3274708724,426220.67726914026,373418.7063552651,325528.16696267895,271922.0319393149,226265.68300941866,230475.81552004995,3097.015713149846
LF_LS,347.3117560088196,125044.93591139556,121299.67462565642,117154.27290985498,115997.6244035869,111609.9952382717,110441.03719522714,112519.6251357151,1464.2894084434868
LF_MS,1235.2058941570515,343926.7785425132,347336.4446737675,352171.6277908584,354645.68711328466,356433.7144808522,356111.5664685635,356384.4351801811,6141.783536206844
LF_O,388.70506682381205,145656.89720603995,153274.28260019486,167167.96981741668,179797.71218122757,188743.5885419373,196543.12297320465,195139.38540286498,2769.744412884531
LF_U,34.144438192572395,4476.76397685624,8183.585840629854,12627.008295586435,15803.309225410721,16637.58030499596,17352.66731911896,12647.56943077223,156.05492563181423
LF_Y,45.968820946793436,18391.65518549482,13074.843492324726,10158.599026334423,8231.406402189714,5802.56001820616,3273.636302902844,3131.913066988415,42.7502269323693
LF_Z,357.0339184341152,146042.87683896546,159469.6243249638,167838.44664832536,174585.67499765698,181932.78447072094,189236.61537430988,189854.5435065845,2684.7662445485344
LI_LI,86.82433172410015,42519.44710656935,43907.31626219235,44560.3570718802,45302.204735295134,46671.79403429103,47972.50936250699,49303.87131534508,581.7653902918437
LI_LP,302.41290584797565,117063.82208066262,130295.28443781861,110770.537181736,92881.22074892565,70050.46740056796,50584.56333762196,57907.97215251624,812.4911855173862
LI_LS,25.840126593376667,13902.43102033217,13352.606574612211,12618.26782171909,12158.79909022628,11558.042203059525,11175.02211000407,11470.584084866285,63.57134424607841
LI_MS,165.52710974421794,51500.1050623366,63410.41137643537,78215.5283953753,93247.0111470284,101453.71322021836,107808.57841590204,95066.41462826452,1385.7668153580667
LI_O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LI_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LI_Y,0.8270647568048703,1470.7804002632715,1623.1693579988807,1780.2031592916605,1929.5449930974717,2086.0902434962113,2236.446284330613,2389.673123018302,30.028462869680894
LI_Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP_LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP_LS,480.59699471647775,158251.8885870266,168126.13914255422,132220.28749857505,100260.45330309852,64051.29023623639,35896.2039537858,38596.83148012839,720.1240963553855
LP_MS,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
LP_O,13.89804086751386,4264.287233220438,4644.954362986745,5967.321144373171,7288.218970964422,8418.913314589743,9431.017597989861,9310.031274863139,142.04052142919457
LP_U,2.717176317526693,-4434.054255682425,-6476.025406610537,-6742.216609733706,-6719.582040055232,-7595.584674089784,-9019.41429112129,-9827.56671932909,-116.44799072961132
LP_Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP_Z,9.458581836955005,7472.469256889347,9375.605446575315,5443.71351933848,1244.9282926645792,-2781.2047812053465,-5463.989815526007,-8773.543667903641,-131.7100576119704
LS_LS,4.439116236759392,1285.6033179610884,966.6319109494139,728.7738794204027,491.3595224405253,252.32138106140852,14.698333060142717,-222.9436161882218,-7.796545671136412
LS_MS,140.23263548787375,39516.685179124695,41117.20061051709,42196.46602511831,42949.27529805714,43629.67233335431,43849.95333533783,45490.823106798955,791.8276529513973
LS_O,25.71578448358906,8905.823954173815,7558.229652671807,5821.294000519405,4286.478910314367,2924.334714584348,2400.624189290377,1893.5566427021704,33.303467547012424
LS_U,1.7116231523757004,235.3785960465394,204.0967376056628,88.84693007818423,-25.24068295410485,-135.15166298980785,-254.559802750442,-370.46456786083155,-3.6518096699207123
LS_Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LS_Z,2.7222492176957966,827.6192247388918,877.569863291631,956.0856194864426,1032.815163912021,1114.7482961079268,1189.7322077893475,1265.620293732495,21.31039953747852
L_L,-0.01874575585878846,282.87458161438883,334.03986498841715,356.2632821411075,380.39373414580905,403.2116921919774,425.74914324004334,448.3689104295174,5.08979697101794
L_LE,875.2526961913959,355592.5640320514,379763.309685266,400651.5186362623,430589.7958204866,453504.6625535059,469534.67847722,500050.080223919,6417.454071945279
L_LF,986.9884706358099,423799.0286304068,448201.02966202155,476507.6959759373,501301.2238295946,524075.70803580637,542977.4131477396,551633.5408331136,6335.713374850687
L_LI,1.0018937650708786,229.12041337286766,207.949225982581,187.98657318901314,168.4241137703127,148.26159106437152,128.71460369696865,109.11433953516008,-2.0562572462196904
L_LP,181.70145236547407,73915.13033358192,77123.82859217301,58332.113084816876,41045.81617127837,21566.85560849598,4722.645155819009,5384.712878754237,-5.988746774736541
L_LS,26.89301764745346,12107.021157286363,12724.710350197161,13417.723306261289,14090.579625063549,14780.075748762714,15309.10081194663,15798.327095225073,191.43130534256733
L_MS,112.96591204260368,47177.03799888299,55057.77126339543,62895.686397447054,70894.39047227312,78725.26496516858,86079.8155766239,87750.59498382213,1241.8307181034122
L_O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_Y,12.0,4392.0,4380.0,4380.0,4380.0,4392.0,4380.0,4380.0,60.0
L_Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS_MS,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
MS_O,-0.958490659342258,412.5578161037907,436.0746143986487,379.61097037999036,322.7237926413644,269.2619420142818,209.05927747740913,149.8086989553058,-0.38845447859992155
MS_U,2.527946936118503,923.1843684146138,800.8783020225136,673.102771566287,555.9757255966791,435.60184593655777,301.4219369755002,159.34413919159687,12.429041103490775
MS_Y,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
MS_Z,6.0,2196.0,2190.0,2190.0,2190.0,2196.0,2190.0,2190.0,30.0
O_O,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
O_U,23.0,8418.0,8395.0,8395.0,8395.0,8418.0,8395.0,8395.0,115.0
O_Y,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
O_Z,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
U_U,1.0,366.0,365.0,365.0,365.0,366.0,365.0,365.0,5.0
U_Y,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
U_Z,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
Y_Y,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
Y_Z,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
Z_Z,0.000588,0.21520799999999998,0.21462,0.21462,0.21462,0.21520799999999998,0.21462,0.21462,0.00294
